labsampnum,db_13b,w0,w6clodVMW,w10cldVMW,w3cldVMW,w15l2VMW,COLEws,adod,cec7_cly,w15cly,result_source_key,latitude_decimal_degrees,longitude_decimal_degrees,lab_texture_class,sand_tot_psa,silt_tot_psa,clay_tot_psa,db_od,alpha,Ko,Ks,Lpar,npar,theta_r,theta_s,ten_npar,ten_alpha
07N03206,1.49,0.437735849,0.38591,0.36207,0.32184,0.1043,0.022,1.02,0.68,0.33,206830,37.7786102,-109.1719437,l,45,34.1,20.9,1.59,-2.599164512,-0.009564618,0.860511199,0.732831306,0.235839973,0.047841249,0.391634791,1.721234225,0.002516723
07N03207,1.44,0.456603774,0.31392,0.29664,0.25056,0.13248,0.029,1.028,0.62,0.35,206831,37.7786102,-109.1719437,l,36,37.7,26.3,1.57,-1.706314534,0.898788199,1.225310122,-1.0136105,0.125233452,0.053721939,0.403403581,1.33423845,0.019664616
07N03208,1.55,0.41509434,0.31,0.2976,0.2511,0.1395,0.021,1.028,0.62,0.36,206832,37.7786102,-109.1719437,l,36.6,38.6,24.8,1.65,-1.703765165,0.853420529,1.039972741,-1.228914778,0.117418208,0.053408961,0.377911346,1.310443219,0.019780389
07N03209,1.53,0.422641509,0.31518,0.29682,0.22797,0.11322,0.017,1.022,0.58,0.39,206833,37.7786102,-109.1719437,l,42.5,38.4,19.1,1.61,-1.700246939,0.927990762,1.220435542,-1.024049051,0.126346945,0.042894213,0.369915383,1.33766371,0.019941281
07N03210,1.5,0.433962264,0.3225,0.2865,0.1935,0.087,0.015,1.015,0.55,0.37,206834,37.7786102,-109.1719437,l,46,38.2,15.8,1.57,-1.585724579,1.120454532,1.42509078,-1.099972835,0.132053801,0.034524206,0.365502077,1.355357305,0.025958251
07N03211,1.5,0.433962264,0.3255,0.279,0.168,0.075,0.011,1.013,0.53,0.38,206835,37.7786102,-109.1719437,l,46.5,40.2,13.3,1.55,-1.46596607,1.277394568,1.510989605,-1.246018328,0.137202934,0.031453259,0.357714015,1.371522492,0.034200616
07N03212,1.54,0.418867925,0.39116,0.38038,0.33572,0.1771,0.039,1.029,0.61,0.4,206836,37.7786102,-109.1719437,cl,36,35.4,28.6,1.73,-2.228862151,0.228245714,0.611268425,0.114204324,0.139571653,0.058627896,0.405451688,1.379023455,0.005903884
07N03213,1.27,0.520754717,0.42291,0.40513,0.36449,0.15621,0.023,1.032,1.13,0.52,206837,38.3419456,-113.0080566,sil,22.2,54.3,23.5,1.36,-2.449698623,0.078113248,1.45283042,0.670304306,0.205345608,0.067782153,0.461132348,1.604521748,0.003550597
07N03214,1.19,0.550943396,0.37723,0.34986,0.30107,0.16779,0.025,1.042,1.09,0.51,206838,38.3419456,-113.0080566,sicl,15,57.3,27.7,1.28,-1.716694568,0.900885211,1.562299521,-0.906957864,0.124487198,0.070063185,0.476159287,1.331947779,0.019200186
07N03215,1.16,0.562264151,0.47212,0.4234,0.35844,0.2204,0.044,1.054,0.87,0.47,206839,38.3419456,-113.0080566,sic,2,57.2,40.8,1.32,-1.74615804,0.746590481,1.418330461,-1.253806197,0.111525187,0.094826865,0.521189417,1.292781674,0.017940806
07N03216,1.29,0.513207547,0.44118,0.40635,0.35862,0.18318,0.022,1.04,1.06,0.57,206840,38.3419456,-113.0080566,sil,13.7,61.5,24.8,1.38,-2.19838205,0.262702017,1.479961161,0.212555398,0.156633778,0.073225404,0.468216109,1.434279457,0.006333123
07N03217,1.27,0.520754717,0.45974,0.43434,0.40259,0.26797,0.052,1.056,0.88,0.49,206841,38.3419456,-113.0080566,sic,3.7,52.9,43.4,1.48,-1.810172896,0.580060244,1.192789871,-1.608123695,0.092604996,0.096567247,0.513073075,1.237670376,0.015482001
07N03218,1.19,0.550943396,0.41412,0.38913,0.36533,0.24633,0.061,1.056,0.8,0.45,206842,38.3419456,-113.0080566,sic,6.6,47,46.4,1.42,-1.589393312,0.888078551,1.414573382,-2.193747701,0.09590974,0.10587267,0.523333126,1.247124296,0.02573989
07N03219,1.46,0.449056604,0.39712,0.36062,0.30952,0.14016,0.016,1.03,1.12,0.56,206843,38.3419456,-113.0080566,l,45.2,37.8,17,1.53,-2.220745502,0.314795445,1.094744736,0.253138681,0.161093972,0.049405295,0.400056946,1.449085371,0.006015261
07N03220,1.28,0.516981132,0.13312,0.12288,0.1088,0.06784,0.018,1.012,1.07,0.6,206844,NA,NA,fsl,76.4,14.8,8.8,1.35,-1.206546559,1.941571015,2.569899615,-0.934999463,0.252814017,0.041309295,0.444299232,1.789839206,0.062151761
07N03221,1.58,0.403773585,0.34444,0.30652,0.2212,0.08532,0.008,1.014,0.93,0.54,206845,NA,NA,fsl,74.3,15.7,10,1.62,-1.853167018,0.834453139,1.325298105,-0.49066669,0.136080082,0.029711552,0.363038204,1.367981052,0.014022743
07N03222,1.44,0.456603774,0.32256,0.28944,0.21024,0.11232,0.009,1.016,0.73,0.52,206846,NA,NA,vfsl,61,24,15,1.48,-1.481393766,1.239678346,1.67397076,-1.34783564,0.12701934,0.045193466,0.401322889,1.339736347,0.033007014
07N03223,1.34,0.494339623,0.41138,0.39664,0.32562,0.11524,0.015,1.022,0.68,0.45,206847,NA,NA,l,31.9,48.9,19.2,1.4,-2.468806743,0.120264088,1.317471328,0.731137572,0.217144202,0.050409158,0.419830273,1.648709734,0.003397764
07N03224,1.29,0.513207547,0.40119,0.38829,0.34185,0.15867,0.02,1.03,0.57,0.39,206848,NA,NA,cl,30.7,37.4,31.9,1.37,-2.231171049,0.286472115,1.244177764,0.386145569,0.164643392,0.063702919,0.459805326,1.460977044,0.00587258
07N03225,1.51,0.430188679,0.3171,0.2718,0.19932,0.09664,0.004,1.013,0.77,0.55,206849,NA,NA,sl,72.5,15.9,11.6,1.53,-1.521461798,1.206365442,1.659487934,-1.253031136,0.126047806,0.036930592,0.386085307,1.336742654,0.030098039
07N03226,1.43,0.460377358,0.36036,0.34177,0.29458,0.16016,0.025,1.016,0.24,0.32,206850,NA,NA,cl,30.7,34.2,35.1,1.54,-1.876821446,0.644556974,1.159657313,-0.673334086,0.123960167,0.062703242,0.425902625,1.330332396,0.013279403
07N03227,1.56,0.411320755,0.195,0.13416,0.09672,0.04836,0.013,1.007,0.48,0.37,206851,NA,NA,lfs,85.5,6.2,8.3,1.62,-1.232357065,1.720771514,2.462825508,-1.083034063,0.206411666,0.032934066,0.374879093,1.608465188,0.058565646
07N03228,1.21,0.543396226,0.24079,0.22264,0.20328,0.08954,0.047,1.022,0.66,0.35,206852,37.6333351,-113.6433334,scl,58.4,20.7,20.9,1.39,-1.443904947,1.478876254,2.099505085,-1.140890371,0.125282267,0.037374784,0.465284904,1.334388428,0.035982808
07N03229,1.36,0.486792453,0.35768,0.34136,0.30056,0.18088,0.048,1.039,0.67,0.39,206853,37.6333351,-113.6433334,cl,44.9,21.3,33.8,1.57,-1.679084081,0.884454904,1.467723675,-1.308432183,0.110274414,0.070086845,0.452850246,1.289063804,0.020937071
07N03230,1.53,0.422641509,0.31671,0.306,0.24633,0.14994,0.006,1.019,0.37,0.36,206854,37.6333351,-113.6433334,cl,32.2,40.2,27.6,1.56,-1.56116591,0.970296924,1.088987054,-1.665076705,0.114335366,0.063442324,0.385278845,1.301173968,0.027468446
07N03231,1.63,0.38490566,0.27384,0.2608,0.21027,0.11736,0.01,1.025,1,0.48,206855,37.6333351,-113.6433334,fsl,58.3,26.7,15,1.68,-1.529410898,1.082492907,1.25241082,-1.557767091,0.118822916,0.044286527,0.352233765,1.314688657,0.029552151
07N03232,1.7,0.358490566,0.2669,0.255,0.2295,0.085,0.004,1.015,1.1,0.6,206856,37.6333351,-113.6433334,sl,66.2,25.5,8.3,1.72,-2.024665083,0.614937132,0.949507841,-0.245812924,0.144792431,0.028327528,0.329302331,1.395701133,0.009447892
07N03233,1.73,0.347169811,0.24739,0.22144,0.15916,0.10034,0.002,1.017,1.12,0.56,206857,37.6333351,-113.6433334,fsl,53.9,35.7,10.4,1.74,-1.315618549,1.329572167,1.344745439,-1.655268521,0.145258859,0.045697213,0.310989009,1.397200907,0.048348327
07N03234,1.51,0.430188679,0.35636,0.3322,0.2567,0.11778,0.006,1.023,0.96,0.51,206858,37.6333351,-113.6433334,l,46.4,38.3,15.3,1.54,-1.923985829,0.685640716,1.209442226,-0.424790482,0.1366436,0.040860801,0.375652693,1.369757225,0.011912809
07N04848,1.27,0.520754717,0.45847,0.4318,0.38354,0.19431,0.055,1.023,0.77,0.48,207896,41.2786407,-94.4524994,sicl,1.2,66.7,32.1,1.49,-2.308060869,0.123568124,1.337968457,0.371141959,0.171091674,0.084340797,0.494338319,1.482831059,0.004919706
07N04849,1.28,0.516981132,0.46848,0.43648,0.38656,0.19968,0.05,1.023,0.66,0.44,207897,41.2786407,-94.4524994,sicl,1.3,63.5,35.2,1.48,-2.299281386,0.119851194,1.253661571,0.341515949,0.165869005,0.085547988,0.495473318,1.465105859,0.005020172
07N04850,1.22,0.539622642,0.42334,0.40016,0.36356,0.1891,0.051,1.024,0.67,0.46,207898,41.2786407,-94.4524994,sicl,1.3,65,33.7,1.42,-2.129456417,0.329202713,1.413209768,0.082539747,0.151505244,0.080921629,0.497386619,1.417441827,0.007422387
07N04851,1.32,0.501886792,0.44352,0.42108,0.38148,0.22968,0.063,1.03,0.68,0.48,207899,41.2786407,-94.4524994,sicl,1.1,62.5,36.4,1.59,-2.002308808,0.380956855,1.166152625,-0.541661525,0.116518685,0.087975593,0.490564117,1.307731801,0.009946979
07N04852,1.33,0.498113208,0.43225,0.42028,0.38703,0.2261,0.05,1.029,0.71,0.5,207900,41.2786407,-94.4524994,sicl,0.8,65.5,33.7,1.54,-2.100092205,0.276364696,1.174130143,-0.214570013,0.126555994,0.087054366,0.489418063,1.338307753,0.007941596
07N04853,1.39,0.475471698,0.48511,0.46565,0.41978,0.22101,0.044,1.03,0.75,0.5,207901,41.2786407,-94.4524994,sicl,1,67.5,31.5,1.58,-2.523006076,-0.114888818,0.903494552,0.588491405,0.181952107,0.090657724,0.490062413,1.520379856,0.002999121
07N04854,1.3,0.509433962,0.52,0.4914,0.4342,0.1937,0.042,1.027,0.75,0.51,207902,41.2786407,-94.4524994,sicl,1.3,69.4,29.3,1.47,-2.743593962,-0.198835356,1.166716953,0.614501882,0.260775127,0.099979839,0.508135732,1.822951553,0.001804704
07N04855,1.13,0.573584906,0.42375,0.41471,0.38081,0.2147,0.079,1.027,0.77,0.52,207903,41.2768898,-94.4489136,sicl,1.3,62.5,36.2,1.42,-1.993385379,0.469139834,1.567658745,-0.320822444,0.132896844,0.08990727,0.528364447,1.357990851,0.010153473
07N04856,1.23,0.535849057,0.4551,0.43911,0.3936,0.21402,0.066,1.027,0.81,0.56,207904,41.2768898,-94.4489136,sicl,1.3,67.5,31.2,1.49,-2.202728335,0.207072605,1.443388472,0.151188583,0.151658956,0.088899162,0.508678302,1.417943598,0.00627006
07N04857,1.29,0.513207547,0.44247,0.41796,0.3741,0.21543,0.061,1.028,0.68,0.48,207905,41.2768898,-94.4489136,sicl,1.5,63.7,34.8,1.54,-2.042999951,0.360930189,1.273119793,-0.307055534,0.127953738,0.086027186,0.491763038,1.342621934,0.009057327
07N04858,1.32,0.501886792,0.43296,0.4092,0.363,0.19008,0.053,1.026,0.7,0.51,207906,41.2768898,-94.4489136,sicl,1.4,70.2,28.4,1.54,-2.184572005,0.247855436,1.326505269,0.133824338,0.152173215,0.078556713,0.475721548,1.419623615,0.006537745
07N04859,1.37,0.483018868,0.45758,0.44114,0.40278,0.22194,0.044,1.027,0.63,0.49,207907,41.2768898,-94.4489136,sicl,1,66,33,1.56,-2.334407198,0.041296816,1.020953324,0.331656067,0.152880584,0.087130652,0.486816051,1.42193775,0.004630126
07N04860,1.5,0.433962264,0.411,0.399,0.372,0.219,0.036,1.025,0.69,0.47,207908,41.2768898,-94.4489136,sicl,0.2,69,30.8,1.67,-2.117647621,0.256191986,0.737694976,-0.296044146,0.115902864,0.076969048,0.449613977,1.305878778,0.007626976
07N04861,1.58,0.403773585,0.40448,0.38394,0.35076,0.21014,0.033,1.021,0.62,0.44,207909,41.2768898,-94.4489136,sicl,4.6,65,30.4,1.74,-2.032452759,0.36784607,0.614046573,-0.691503194,0.104206281,0.069292595,0.420764697,1.271177745,0.009279984
07N04862,1.55,0.41509434,0.4309,0.41695,0.3782,0.21855,0.041,1.022,0.61,0.44,207910,41.2768898,-94.4489136,sicl,5.5,62.5,32,1.75,-2.254477061,0.120324677,0.546514166,0.05774381,0.123492803,0.072849325,0.437909635,1.328901535,0.00556574
07N04863,1.56,0.411320755,0.43836,0.41964,0.37596,0.20904,0.033,1.022,0.61,0.44,207911,41.2768898,-94.4489136,sicl,6.3,63.5,30.2,1.72,-2.329080982,0.055961336,0.554929316,0.252539569,0.135979823,0.071799079,0.43418807,1.367665283,0.00468726
07N04864,1.45,0.452830189,0.44805,0.4321,0.39295,0.28275,0.069,1.031,0.64,0.46,207912,41.2768898,-94.4489136,sic,5,52.3,42.7,1.77,-1.680520251,0.666296904,0.671196695,-3.28306316,0.071065107,0.089465366,0.466106234,1.177782527,0.020867948
07N04865,0.95,0.641509434,0.40565,0.39235,0.3762,0.1558,0.072,1.021,0.77,0.56,207913,41.7338905,-94.966774,sicl,1.5,69.2,29.3,1.17,-2.259593815,0.347035806,1.897917764,0.644494298,0.190212188,0.070194098,0.541107117,1.549573526,0.005500551
07N04866,1.16,0.562264151,0.3596,0.348,0.31204,0.15892,0.033,1.021,0.52,0.4,207914,41.7338905,-94.966774,sicl,0.7,65.1,34.2,1.28,-1.869237561,0.728975486,1.373900465,-0.377432428,0.137891453,0.069228842,0.490828524,1.373698592,0.013513332
07N04867,1.16,0.562264151,0.3828,0.37004,0.32828,0.16356,0.036,1.021,0.73,0.51,207915,41.7338905,-94.966774,sicl,0.6,72,27.4,1.29,-1.978340361,0.594242771,1.587864942,-0.080841665,0.146764215,0.068226685,0.490648169,1.402052303,0.010511378
07N04868,1.21,0.543396226,0.3751,0.363,0.32428,0.16819,0.04,1.022,0.88,0.63,207916,41.7338905,-94.966774,sil,0.7,77.1,22.2,1.36,-1.926354862,0.642789324,1.624162964,-0.269282001,0.139287022,0.067302983,0.478164388,1.378119957,0.011848003
07N04869,1.23,0.535849057,0.36654,0.35547,0.32349,0.17712,0.039,1.024,0.64,0.46,207917,41.7338905,-94.966774,sicl,1.2,67.8,31,1.38,-1.86059138,0.671485831,1.423610609,-0.583957281,0.129681704,0.074906164,0.480515374,1.347974585,0.013785059
07N04870,1.28,0.516981132,0.37632,0.36736,0.33536,0.18432,0.042,1.025,0.67,0.48,207918,41.7338905,-94.966774,sicl,1.2,68.9,29.9,1.45,-1.939411671,0.54412462,1.3920107,-0.442616838,0.130911157,0.076154123,0.474191637,1.351796,0.011497101
07N04871,1.32,0.501886792,0.4092,0.396,0.3564,0.19404,0.046,1.026,0.71,0.48,207919,41.7338905,-94.966774,sicl,1.2,67.9,30.9,1.51,-2.084664792,0.345788062,1.288574311,-0.121743441,0.138577413,0.079139697,0.475132736,1.375870037,0.008228775
07N04872,1.29,0.513207547,0.44376,0.42441,0.38313,0.18705,0.042,1.026,0.69,0.5,207920,41.7338905,-94.966774,sicl,1.5,69.3,29.2,1.46,-2.377824685,0.069502983,1.338835379,0.476200419,0.184590333,0.082880545,0.488063932,1.529643878,0.004189627
07N04873,1.34,0.494339623,0.4623,0.44086,0.3953,0.1943,0.034,1.025,0.7,0.51,207921,41.7338905,-94.966774,sicl,1.3,70.5,28.2,1.48,-2.465548597,-0.025737183,1.194149501,0.544452397,0.192849241,0.085921659,0.485369715,1.559011221,0.003423351
07N04874,1.38,0.479245283,0.4623,0.44574,0.39468,0.19734,0.03,1.024,0.75,0.55,207922,41.7338905,-94.966774,sil,1.5,72.6,25.9,1.51,-2.463188507,-0.034180514,1.102779804,0.532399137,0.187379654,0.084745911,0.478429418,1.539499861,0.003442005
07N04875,0.96,0.637735849,0.38112,0.37728,0.3696,0.15936,0.056,1.025,0.75,0.51,207923,41.7349739,-94.9680023,sicl,1.2,66.1,32.7,1.13,-2.188759755,0.413221348,1.806551013,0.518444553,0.177195872,0.071127409,0.541917414,1.503820054,0.006475007
07N04876,1.14,0.569811321,0.37962,0.37278,0.35796,0.17784,0.068,1.025,0.71,0.47,207924,41.7349739,-94.9680023,sicl,0.9,66,33.1,1.39,-2.111815737,0.398860721,1.541879442,0.157358695,0.157122983,0.07753034,0.509160409,1.435895991,0.007730085
07N04877,1.13,0.573584906,0.37403,0.36612,0.34691,0.16837,0.058,1.027,0.7,0.46,207925,41.7349739,-94.9680023,sicl,0.7,67.1,32.2,1.34,-2.083877908,0.456551926,1.547421075,0.152678736,0.157058635,0.073233251,0.505403078,1.435683255,0.008243698
07N04878,1.2,0.547169811,0.3696,0.3588,0.3348,0.1752,0.043,1.026,0.7,0.48,207926,41.7349739,-94.9680023,sicl,0.7,69.1,30.2,1.36,-1.965718122,0.560255212,1.49208666,-0.231976958,0.140266342,0.073951706,0.488884655,1.38123108,0.010821361
07N04879,1.21,0.543396226,0.3993,0.38962,0.36179,0.17787,0.05,1.025,0.73,0.51,207927,41.7349739,-94.9680023,sicl,0.7,70.2,29.1,1.4,-2.201016308,0.282298512,1.511357793,0.285602134,0.166302875,0.077263142,0.494276385,1.466570264,0.006294825
07N04880,1.25,0.528301887,0.40625,0.39125,0.3625,0.18125,0.036,1.025,0.76,0.53,207928,41.7349739,-94.9680023,sicl,1.3,71.5,27.2,1.39,-2.208275582,0.259103511,1.481517485,0.26227479,0.163922424,0.077339823,0.486519862,1.458553702,0.006190481
07N04881,1.28,0.516981132,0.41984,0.40064,0.35712,0.17152,0.03,1.023,0.81,0.57,207929,41.7349739,-94.9680023,sil,1.3,75,23.7,1.4,-2.258755245,0.225058327,1.479193233,0.370757963,0.173634589,0.073332747,0.475953538,1.491538916,0.005511182
07N04882,1.32,0.501886792,0.429,0.41316,0.37752,0.1782,0.025,1.023,0.8,0.56,207930,41.7349739,-94.9680023,sil,1,75.1,23.9,1.42,-2.414285232,0.053599111,1.339522528,0.532889752,0.194470149,0.079564671,0.47881767,1.564840757,0.003852253
07N04883,1.37,0.483018868,0.44662,0.43155,0.3973,0.1781,0.026,1.023,0.87,0.6,207931,41.7349739,-94.9680023,sil,1.3,77,21.7,1.48,-2.612566361,-0.105152042,1.145794243,0.658059414,0.232717662,0.085526328,0.479462078,1.708903983,0.002440246
07N04884,1.37,0.483018868,0.45073,0.4384,0.40004,0.17947,0.019,1.023,0.79,0.56,207932,41.7349739,-94.9680023,sil,0.8,75.9,23.3,1.45,-2.625820291,-0.118029909,1.12069549,0.65780527,0.234483347,0.086897319,0.481403587,1.715865914,0.002366899
08N00295,1.32,0.501886792,0.43956,0.41844,0.37356,0.2772,0.057,1.039,0.93,0.48,207988,39.1525002,-105.1341629,c,37.9,18.1,44,1.57,-1.47315993,0.99477863,1.397209089,-3.390140529,0.078894499,0.097886751,0.492839044,1.19920795,0.033638767
08N00297,0.97,0.633962264,0.34629,0.32592,0.30943,0.17266,0.037,1.019,1.31,0.98,207990,39.1347237,-105.151947,l,51.9,30,18.1,1.09,-1.523566999,1.366812627,2.277907451,-1.388502572,0.109104339,0.061204284,0.541229606,1.285595486,0.029952495
08N00298,1.37,0.483018868,0.24934,0.24112,0.22468,0.1096,0.014,1.011,0.88,0.56,207991,39.1347237,-105.151947,cosl,56.3,29.5,14.2,1.45,-1.589950109,1.150846434,1.67976057,-1.045943078,0.126926175,0.04070367,0.41180194,1.339448977,0.025706911
08N00299,1.56,0.411320755,0.1794,0.17472,0.156,0.08736,0,1.007,0.79,0.5,207992,39.1347237,-105.151947,cosl,72.4,16.3,11.3,1.56,-1.319334159,1.443958202,1.850204302,-1.400798317,0.151684711,0.042218985,0.370415154,1.418027689,0.047936447
08N00301,1.05,0.603773585,0.2142,0.2121,0.1932,0.1134,0.02,1.016,1.11,0.73,207994,39.1177788,-105.1511078,sl,54.5,30.7,14.8,1.12,-1.21740967,1.915587865,2.179501315,-1.320042272,0.148375261,0.049081417,0.503037999,1.407262973,0.060616427
08N00302,1.64,0.381132075,0.21812,0.21484,0.20172,0.123,0.013,1.012,0.71,0.43,207995,39.1177788,-105.1511078,cosl,63.2,19.5,17.3,1.72,-1.42720534,1.171401931,1.384130571,-1.740111541,0.123177726,0.051988144,0.356768509,1.327937778,0.037393375
08N00303,1.7,0.358490566,0.2754,0.2652,0.2482,0.0867,0.018,1.007,0.61,0.47,207996,39.1177788,-105.1511078,sl,67.3,21.8,10.9,1.82,-2.203104917,0.400547214,0.823273481,0.120623516,0.163003653,0.03042977,0.334982395,1.455471323,0.006264625
08N00304,1.63,0.38490566,0.32763,0.30807,0.26895,0.08476,0.021,1.006,0.46,0.37,207997,39.1177788,-105.1511078,sl,60.4,25.6,14,1.75,-2.373680749,0.214794402,0.851124227,0.438350188,0.192156983,0.033718648,0.350608753,1.556528163,0.004229794
08N00520,1.24,0.532075472,0.2852,0.22568,0.1984,0.02232,0.003,1.002,1.26,0.95,208332,61.1913071,-145.6478119,lfs,72.4,25.7,1.9,1.25,-1.840547629,1.017645219,2.08208237,-0.082029493,0.14059766,0.013823346,0.407438535,1.382285206,0.014436183
08N00535,0.59,0.777358491,0.6018,0.55991,0.43955,0.19057,0.068,1.028,1.4,1.89,208347,68.6164703,-149.3031158,l,44.6,38.3,17.1,0.88,-2.038668152,0.699726961,2.606144717,0.127567482,0.140536014,0.06294055,0.626751778,1.382089011,0.00914812
08N00540,0.66,0.750943396,0.45012,0.43428,0.41382,0.14718,0.071,1.025,1.1,1.05,208352,60.6176682,-149.5286102,sil,27.4,51.3,21.3,0.81,-2.217458016,0.488507278,2.572999435,0.723176776,0.173639698,0.056997132,0.590020196,1.491556462,0.006060968
08N00541,0.65,0.754716981,0.52195,0.49075,0.4368,0.0442,0.062,1.016,1.77,0.58,208353,60.6176682,-149.5286102,l,47.8,40.4,11.8,0.78,-2.49950482,0.263014463,2.293543464,1.323349653,0.230208967,0.039977497,0.541676375,1.699060983,0.003165885
08N00542,1.23,0.535849057,0.42189,0.38991,0.30996,0.0492,0.016,1.01,1.3,0.5,208354,60.6176682,-149.5286102,fsl,53.3,38.7,8,1.29,-2.561974634,0.158026181,1.664380433,1.079090786,0.247198083,0.029682253,0.40644719,1.766843499,0.002741734
08N00546,0.6,0.773584906,0.5748,0.5556,0.5268,0.5028,0.166,1.065,NA,5.78,208358,63.3050766,-147.6499023,sil,10.8,74.7,14.5,0.95,-1.16088553,3.341259744,1.9863705,4.979881209,0.385610139,0.498545859,0.683612809,2.430021628,0.069042176
08N00548,1.82,0.313207547,0.30758,0.29666,0.26572,0.06734,0.003,1.007,2.09,1.68,208360,63.3050766,-147.6499023,fsl,48.1,49.7,2.2,1.84,-2.572650906,0.023774939,0.6152387,0.420661747,0.225513613,0.028637445,0.306618409,1.680790609,0.002675156
08N00552,0.53,0.8,0.57558,0.55173,0.50403,0.11872,0.151,1.031,NA,3.11,208364,65.0771637,-145.8726654,si,11.6,81.2,7.2,0.81,-2.614606085,0.167911006,2.331937996,0.464299838,0.301159124,0.073736207,0.617872201,2.000594746,0.002428812
08N00553,1.22,0.539622642,0.49044,0.48434,0.46604,0.11346,0.016,1.015,NA,1.19,208365,65.0771637,-145.8726654,sil,21.2,71,7.8,1.28,-3.100773664,-0.214962776,1.340807314,0.291704673,0.430974698,0.097907298,0.494662541,2.697582267,0.000792914
08N00554,1.56,0.411320755,0.40716,0.3978,0.38844,0.11856,0.006,1.012,0.77,0.59,208366,65.0771637,-145.8726654,sil,15.2,72,12.8,1.59,-3.001765163,-0.268778769,0.714529064,0.657200311,0.353016951,0.073297521,0.424450594,2.254327199,0.000995944
08N00555,1.5,0.433962264,0.438,0.423,0.411,0.1245,0.004,1.013,0.67,0.53,208367,65.0771637,-145.8726654,sil,19.6,64.8,15.6,1.52,-3.068625548,-0.29236375,0.754507242,0.560924262,0.375288802,0.081413293,0.438763373,2.372951173,0.000853836
08N05098,1.5,0.433962264,0.2355,0.2295,0.2175,0.0525,0.009,1.005,1.25,0.61,211742,41.4722137,-101.6714859,fs,88,6.3,5.7,1.54,-1.980798623,0.764179308,1.609947407,0.033976674,0.151844804,0.021698886,0.378365562,1.418550509,0.010452048
08N05099,1.55,0.41509434,0.2945,0.2449,0.217,0.0651,0.009,1.006,0.85,0.56,211743,41.4722137,-101.6714859,lfs,87.9,4.6,7.5,1.59,-1.923829271,0.802634392,1.550232613,-0.17827884,0.144678115,0.024687624,0.373636323,1.395333802,0.011917104
08N05100,1.54,0.418867925,0.31108,0.25872,0.21714,0.08778,0.013,1.008,0.8,0.61,211744,41.4722137,-101.6714859,lfs,83.7,6.9,9.4,1.6,-1.745610882,0.97564535,1.572960713,-0.699051199,0.129338404,0.030627147,0.382574185,1.346909463,0.017963424
08N05101,1.51,0.430188679,0.28086,0.24009,0.1963,0.08909,0.013,1.008,0.58,0.48,211745,41.4722137,-101.6714859,lfs,82.5,5.3,12.2,1.57,-1.530356144,1.227760459,1.84317477,-1.184947739,0.12513427,0.034769614,0.397099351,1.333933778,0.029487901
08N05102,1.51,0.430188679,0.31861,0.26123,0.18724,0.08607,0.017,1.007,0.66,0.53,211746,41.4722137,-101.6714859,lfs,84.1,5.1,10.8,1.59,-1.477224614,1.296956421,1.899462335,-1.264666658,0.126628935,0.034373333,0.39682528,1.338532545,0.033325401
08N05103,1.52,0.426415094,0.3192,0.26296,0.18544,0.08056,0.017,1.007,0.74,0.57,211747,41.4722137,-101.6714859,lfs,85.5,5.2,9.3,1.6,-1.504952999,1.269791028,1.865329767,-1.197365476,0.126767999,0.031519597,0.391647125,1.338961221,0.031264177
08N05104,1.46,0.449056604,0.37814,0.35186,0.27886,0.12994,0.035,1.013,0.69,0.53,211748,41.4722137,-101.6714859,fsl,76,7.3,16.7,1.62,-1.933057529,0.706445564,1.472855805,-0.267487746,0.13137617,0.042595606,0.414791745,1.353244186,0.011666551
08N05105,1.48,0.441509434,0.333,0.26492,0.1554,0.07992,0.013,1.008,0.82,0.56,211749,41.4722137,-101.6714859,lvfs,82.3,8.1,9.6,1.54,-1.302913105,1.55106371,2.139782068,-1.33175624,0.146789982,0.037539161,0.401658301,1.40213549,0.049783668
08N05106,1.53,0.422641509,0.31212,0.27081,0.17289,0.07803,0.011,1.008,0.81,0.54,211750,41.4722137,-101.6714859,lfs,82.6,8,9.4,1.58,-1.438657267,1.341177394,1.886431753,-1.296377774,0.130657342,0.032306894,0.385891587,1.3510062,0.036420234
08N05107,1.39,0.475471698,0.36279,0.3614,0.34889,0.19599,0.019,1.011,0.33,0.67,211751,41.698494,-101.4279556,scl,60.5,18.4,21.1,1.47,-2.027178866,0.491527159,1.205334684,-0.219355187,0.122195159,0.059490791,0.444176054,1.324936789,0.009393364
08N05108,1.23,0.535849057,0.41205,0.39975,0.36654,0.15129,0.024,1.009,0.53,0.98,211752,41.698494,-101.4279556,fsl,68.3,19.2,12.5,1.32,-2.375750386,0.222428746,1.571584949,0.833568835,0.185746657,0.052866059,0.463506103,1.533722035,0.004209685
08N05109,1.31,0.505660377,0.33405,0.30261,0.26855,0.12707,0.02,1.007,0.45,0.8,211753,41.698494,-101.4279556,fsl,73.8,14,12.2,1.39,-1.743278926,1.001655495,1.834016348,-0.621979872,0.122703959,0.041449172,0.446301891,1.326489935,0.018060138
08N05110,1.58,0.403773585,0.27966,0.26702,0.23226,0.09954,0.008,1.004,0.36,0.59,211754,41.698494,-101.4279556,lfs,80.9,8.4,10.7,1.62,-1.827764701,0.847001145,1.370925453,-0.589718759,0.130150923,0.033330211,0.373739746,1.349431746,0.014867409
